City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
501,Kyabram,AU,82.99,overcast clouds,-36.3167,145.05,Kyabram Motor Inn
504,Poco Verde,BR,74.91,few clouds,-10.7083,-38.1833,Hotel Santa Cruz
505,Kuching,MY,75.2,heavy intensity rain,1.55,110.3333,Hilton Kuching
506,Girau Do Ponciano,BR,76.5,clear sky,-9.8842,-36.8289,Alto do Cruzeiro
507,Rio Gallegos,AR,69.8,clear sky,-51.6226,-69.2181,Hotel Santa Cruz
508,Itambacuri,BR,75.33,scattered clouds,-18.0311,-41.685,Pousada Bela
511,Manaure,CO,81.73,few clouds,11.7751,-72.4445,Hotel Palaaima
512,Prainha,BR,79.56,overcast clouds,-1.8,-53.48,Casa Rocha
513,Ankang,CN,40.01,broken clouds,32.68,109.0172,安琪酒店
516,Chardara,KZ,46.18,overcast clouds,41.2547,67.9692,Жанаргул
517,Puerto Del Rosario,ES,59.0,clear sky,28.5004,-13.8627,Hotel JM Puerto del Rosario
518,Kirakira,SB,84.22,overcast clouds,-10.4544,161.9205,SanBiz Lodge
519,Algiers,DZ,71.6,clear sky,36.7525,3.042,Sofitel Algiers Hamma Garden
520,Laibin,CN,61.12,clear sky,23.7,109.2667,GreenTree Alliance Laibin Railway Station Hotel
522,Te Anau,NZ,70.34,broken clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
524,Olinda,BR,78.8,scattered clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
527,Vila Franca Do Campo,PT,55.4,few clouds,37.7167,-25.4333,Pestana Bahia Praia
528,Stephenville,US,57.0,clear sky,32.2207,-98.2023,Holiday Inn Express & Suites Stephenville
529,Mananjary,MG,76.89,broken clouds,-21.2167,48.3333,Vahiny Lodge
533,Saldanha,ZA,62.6,clear sky,-33.0117,17.9442,Blue Bay Lodge
534,Tamuin,MX,77.67,clear sky,21.9833,-98.75,Hotel Tamuin
535,Huicheng,CN,53.6,mist,23.0385,116.2899,Huilai Hotel
536,Sibenik,HR,51.01,clear sky,43.7272,15.9058,Hotel Jadran
537,Sorong,ID,83.25,overcast clouds,-0.8833,131.25,The Waigo Hotel
538,Monywa,MM,60.62,few clouds,22.1167,95.1333,Monywa Hotel
543,Taltal,CL,65.62,few clouds,-25.4,-70.4833,Residencial Karime
544,Saint Stephen,GB,46.4,few clouds,50.3333,-4.9,4 stepaside corner
546,Saint-Francois,FR,46.0,overcast clouds,46.4154,3.9054,Manoir Du Bonheur
547,Minna,NG,82.4,clear sky,9.6139,6.5569,Royal Park hotel & suites
549,Muros,ES,50.0,overcast clouds,42.7762,-9.0603,Apartment Av. Castelao
551,Ambon,ID,82.4,few clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
552,Along,IN,53.42,few clouds,28.1667,94.7667,Hotel West
554,Dzilam Gonzalez,MX,75.22,clear sky,21.2833,-88.9333,posadas
555,Santiago,CL,82.4,clear sky,-33.4569,-70.6483,Sheraton Santiago Hotel and Convention Center
556,Jacksonville,US,57.99,broken clouds,30.3322,-81.6556,Hyatt Regency Jacksonville Riverfront
559,Valdivia,CL,86.0,clear sky,-39.8142,-73.2459,Hostal Entre Rios
560,Davila,PH,66.2,few clouds,18.4726,120.5763,Blue Ridge Beach Resort
562,Thika,KE,55.0,few clouds,-1.0333,37.0693,Monalisa Hotel Thika
563,Dargaville,NZ,71.38,broken clouds,-35.9333,173.8833,Parkview Motel
564,Canberra,AU,72.0,light rain,-35.2835,149.1281,Novotel Canberra
565,Son La,VN,55.63,clear sky,21.3167,103.9,Galaxy Grand Hotel
566,Ocos,GT,82.4,broken clouds,14.5094,-92.1933,Auto Hotel El Soñador
567,Anderson,US,46.4,overcast clouds,34.5334,-82.6499,The Bleckley Inn
568,Chino Valley,US,52.0,clear sky,34.7575,-112.4538,Primrose Inn & Suites
570,Namatanai,PG,84.76,light rain,-3.6667,152.4333,Namatanai Hotel
571,Kathua,IN,51.4,overcast clouds,32.3667,75.5167,Avalon Residency
572,Kaeo,NZ,71.38,broken clouds,-35.1,173.7833,Bushido Lodge
576,Half Moon Bay,US,60.8,clear sky,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
577,Eufaula,US,59.0,broken clouds,31.8913,-85.1455,Days Inn by Wyndham Eufaula AL
578,Antalaha,MG,74.41,broken clouds,-14.9003,50.2788,Hotel Vitasoa
580,Jandaia Do Sul,BR,78.8,clear sky,-23.6031,-51.6433,Hotel Jandaia do Sul
581,Ende,ID,79.95,overcast clouds,-8.8432,121.6623,Dwi Putra Hotel - Ende
582,Erzin,TR,55.0,scattered clouds,36.9559,36.2,Artemis Otel
583,Monopoli,IT,54.0,mist,40.9559,17.2896,Il Melograno
585,Atlantic Beach,US,55.4,broken clouds,30.3344,-81.3987,One Ocean Resort & Spa
586,Kapit,MY,74.73,broken clouds,2.0167,112.9333,Hotel Meligai Kapit
587,Ribeira Grande,PT,55.65,scattered clouds,38.5167,-28.7,Quinta da Meia Eira
588,Marsh Harbour,BS,65.34,scattered clouds,26.5412,-77.0636,Abaco Beach Resort
589,Santa Cruz,BO,80.6,few clouds,-17.8,-63.1667,Hotel Cortez
590,Hope,US,54.0,broken clouds,33.6671,-93.5916,Best Western Hope
591,Mae Chan,TH,60.8,clear sky,20.1467,99.8526,Kiang Dao Resort
592,Cap Malheureux,MU,79.0,few clouds,-19.9842,57.6142,Pereybere Hotel & Spa
594,Ormara,PK,67.93,clear sky,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
595,Moirang,IN,47.93,clear sky,24.5,93.7667,Suraj Bording
596,Huilong,CN,48.0,overcast clouds,31.8111,121.655,Hilton Garden Inn Qidong
597,Necochea,AR,61.0,clear sky,-38.5473,-58.7368,dyd -mar Hotel
598,Berbera,SO,71.31,clear sky,10.4396,45.0143,IBCO REAL ESTATE PROPERTY
599,Dunedin,NZ,55.99,scattered clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
600,Harper,LR,78.76,few clouds,4.375,-7.7169,Screensaver
601,Morehead,US,46.4,moderate rain,37.2711,-87.1764,CCI Express Inn
603,Poole,GB,46.0,broken clouds,50.7167,-2.0,Thistle Poole Hotel
604,Nago,JP,60.8,scattered clouds,26.5881,127.9761,Hotel Yugaf Inn Okinawa
607,Ibra,OM,54.82,clear sky,22.6906,58.5334,مزرعة راحة النفوس المنزفة
608,Coahuayana,MX,78.8,clear sky,18.7333,-103.6833,Hotel Los Arcos
609,Port Moresby,PG,82.4,few clouds,-9.4431,147.1797,Lamana Hotel
610,San Cristobal,VE,84.2,scattered clouds,7.7669,-72.225,Pirineos
612,Taluya,PH,81.03,broken clouds,5.8117,125.1728,Coco Beach Resort
613,Senador Jose Porfirio,BR,81.19,broken clouds,-2.5908,-51.9542,Pousada Novo Horizonte
614,Auki,SB,84.47,broken clouds,-8.7676,160.7034,Auki Motel
615,Coolidge,US,70.0,clear sky,32.9778,-111.5176,Grande Vista Motel
617,Nagato,JP,42.8,clear sky,34.3833,131.2,いそう庵
621,Mildura,AU,64.0,broken clouds,-34.2,142.15,Mercure Hotel Mildura
622,Faya,SA,59.0,clear sky,18.3851,42.4509,مقبرة ال مجمل
623,San Miguel Ixtahuacan,GT,75.2,clear sky,15.25,-91.75,Aldea Baljetre
624,Urucui,BR,78.58,scattered clouds,-7.2294,-44.5561,Hotel Premium Piauí
627,Sinjai,ID,78.94,overcast clouds,-5.1241,120.25299999999999,Wisma Sandika
629,San Antero,CO,80.38,scattered clouds,9.3741,-75.7589,Villamarina Inn chale
630,Bulalacao,PH,79.3,broken clouds,12.3254,121.3435,By The Sea Hotels
631,Huarmey,PE,71.96,overcast clouds,-10.0681,-78.1522,Hotel Miramar
634,Canton,CN,69.01,clear sky,23.1167,113.25,Guangzhou Hotel
635,Atar,MR,65.44,broken clouds,20.5169,-13.0499,Oumou Elghoura
640,Beirut,LB,59.0,scattered clouds,33.8889,35.4944,Crowne Plaza Beirut
641,Pimenteiras,BR,75.47,broken clouds,-6.2453,-41.4192,Hotel Central
642,Mchinji,MW,63.39,scattered clouds,-13.7984,32.8802,Kayesa Inn
643,Mendoza,AR,84.2,clear sky,-32.8908,-68.8272,Hotel Mendoza
644,Fez,MA,53.6,mist,34.0372,-4.9998,Hotel Mounia Fès
645,Corinto,GR,53.01,clear sky,37.9407,22.9573,Ephira Hotel
651,Moranbah,AU,83.77,scattered clouds,-22.0016,148.0466,Direct Hotels - Monterey Moranbah
653,Saint-Georges,GD,80.6,scattered clouds,12.0564,-61.7485,Siesta Hotel
655,Hecun,CN,44.87,overcast clouds,36.5333,114.1111,Yijia Hotel
656,Houston,US,73.99,clear sky,29.7633,-95.3633,"Hotel ICON, Autograph Collection"
657,Santa Rosa,PH,81.0,broken clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
659,Ladario,BR,77.0,overcast clouds,-19.0047,-57.6017,Hotel Fazenda 4 cantos
660,Dumas,US,46.99,clear sky,35.8656,-101.9732,Holiday Inn Express & Suites Dumas
662,Benguela,AO,73.47,clear sky,-12.5763,13.4055,Hotel Praia Morena
663,Richards Bay,ZA,74.71,overcast clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
666,Launceston,AU,73.4,overcast clouds,-41.45,147.1667,Hotel Grand Chancellor Launceston
667,Marystown,CA,42.35,overcast clouds,47.1666,-55.1483,Marystown Hotel & Convention Centre
668,Buin,CL,82.4,clear sky,-33.7333,-70.75,Paihuen
670,Waddan,LY,55.99,broken clouds,29.1614,16.139,محل الشريف محمد العايب
671,Huntsville,US,54.0,overcast clouds,34.7304,-86.5861,Embassy Suites by Hilton Huntsville Hotel & Spa
673,Canyon,US,46.0,broken clouds,34.9803,-101.9188,Holiday Inn Express & Suites Canyon
675,Behbahan,IR,46.4,clear sky,30.5959,50.2417,شهرکدامداران ماهشهر
676,Makakilo City,US,75.2,scattered clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
677,Puerto Baquerizo Moreno,EC,77.02,scattered clouds,-0.9,-89.6,Hotel los Algarrobos
678,Kudahuvadhoo,MV,81.59,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
679,Huoqiu,CN,46.65,overcast clouds,32.3394,116.2694,GreenTree Inn AnHui LuAn HuoQiu JianXing Road Express Hotel
681,Andros Town,BS,59.0,clear sky,24.7,-77.7667,Hanks place
683,Gilbues,BR,76.3,broken clouds,-9.8317,-45.3439,Hotel Camapuã
684,Lazaro Cardenas,MX,78.69,clear sky,17.9583,-102.2,Collection O Hotel Quinta Antigua
687,Riberalta,BO,75.52,moderate rain,-10.9833,-66.1,Hotel Colonial
